ID	aspect	strdist	basarea	curvature	curve_cont	curve_prof	drop	rockdist	flowdir	lith	elev	cohesion	landslide	scarpdist	scarps	frictang	slope	slopeleg	woods	specwt
1067	355,931	322,4903	51200	-1,746246	0,9938876	-0,7523587	15	0	64	1	1222,469	50	0	113,1371	0	45	12,09607	728,0128	1	25
1068	347,3418	325,5764	51200	-0,2279358	0,3522668	0,124331	16,66667	0	32	1	1223,735	50	0	120	0	45	10,21399	733,4866	1	25
1069	353,3825	329,8484	51200	-0,5211792	0,3699432	-0,151236	12,5	0	64	1	1223,97	50	0	120	0	45	10,16033	743,3132	1	25
1070	349,1709	335,2611	51200	-0,1532898	0,1143585	-0,03893128	22,5	0	64	1	1225,049	50	0	121,6553	0	45	13,26339	756,9315	1	25
1071	353,8815	341,7602	51200	1,154724	-0,6673446	0,4873795	32,5	0	64	1	1226,778	50	0	126,4911	0	45	15,59083	772,0916	1	25
1072	350,1571	349,285	51200	-0,3809204	0,06186676	-0,3190536	32,5	0	64	1	1226,884	50	0	134,1641	0	45	18,77143	785,624	1	25
1073	332,968	349,285	51200	-1,516266	0,6277192	-0,8885466	40	0	64	1	1229,053	50	0	144,222	0	45	23,29554	797,8754	1	25
1074	342,6844	345,2535	51200	2,944031	-0,7465446	2,197486	50	0	32	1	1235,041	50	0	156,205	0	45	17,91034	804,8308	1	25
1075	33,2119	342,3448	162800	-1,180634	1,032025	-0,1486089	13,33333	0	128	1	1231,059	50	0	160	0	45	11,16045	813,7308	1	25
1076	40,66999	340,5877	162800	-0,8603821	0,2227296	-0,6376525	15	0	128	1	1228,672	50	0	161,2451	0	45	9,428362	825,8962	1	25
1077	39,22529	340	162800	0,05535889	-0,286871	-0,2315121	28,33333	0	128	1	1227,146	50	0	164,9242	0	45	13,90231	841,0825	1	25
1078	29,1672	340	162800	-3,618011	2,089078	-1,528933	10	0	64	1	1221,482	50	0	170,8801	0	45	16,05487	858,9557	1	25
1079	11,48042	340,5877	162800	-2,465088	2,465496	0,000407771	7,5	0	64	1	1220,154	50	0	178,8854	0	45	14,25903	872,031	1	25
1080	10,94903	342,3448	162800	-3,147522	2,795281	-0,3522413	8,333333	0	128	1	1218,687	50	0	188,6796	0	45	13,91767	887,818	1	25
1081	16,72071	345,2535	162800	-2,195282	2,375778	0,1804962	20	0	128	1	1218,328	50	0	200	0	45	16,94246	906,0718	1	25
1082	20,54099	349,285	162800	-1,919922	1,951036	0,03111416	26,66667	0	128	1	1216,685	50	0	200	0	45	20,86939	918,9424	1	25
1083	13,97824	354,4009	162800	-3,581055	2,628539	-0,9525156	28,33333	0	128	1	1213,442	50	0	200	0	45	24,48847	933,2567	1	25
1084	9,517733	360,5551	162800	-1,956604	2,080837	0,124233	43,33333	0	128	1	1213,219	50	0	200,9975	0	45	29,25516	949,9998	1	25
1085	8,817503	367,6955	162800	-1,056427	1,042828	-0,01359896	57,5	0	64	1	1212,309	50	0	203,9608	0	45	31,56355	968,9875	1	25
1086	357,0392	360,5551	162800	-0,7186279	0,2836061	-0,4350219	62,5	0	64	1	1211,362	50	0	208,8061	0	45	27,41643	990,0045	1	25
1087	1,752934	349,8571	162800	-2,891205	2,863316	-0,02788858	46,66667	0	32	1	1212,187	50	0	215,4066	0	45	16,22169	MISSING	1	25
1088	342,0241	156,205	14000	-1,962891	2,40049	0,4375992	10	0	1	1	1111,58	50	0	113,1371	0	45	17,48293	1161,828	1	25
1089	8,516126	144,222	14000	-10,59445	10,52432	-0,07013077	12,5	0	1	1	1109,446	50	0	128,0625	0	45	25,03198	1172,119	1	25
1090	35,21991	134,1641	14000	-5,137115	5,546355	0,4092393	2,5	0	1	1	1106,816	50	0	144,222	0	45	18,83144	1183,363	1	25
1091	51,78287	126,4911	14000	-1,815674	-0,1100722	-1,925746	2,5	0	16	3	1105,924	10	0	161,2451	0	17	1,781677	1195,526	1	20
1092	223,68	121,6553	14000	-0,9012756	0,4561874	-0,4450882	2,5	0	16	3	1107,373	10	0	178,8854	0	17	5,872344	1177,862	1	20
1093	220,0923	120	14000	0,4850159	-0,5208958	-0,03587993	10	0	16	3	1109,696	10	0	196,9772	0	17	4,386344	1161,13	1	20
1094	195,7779	120	14000	0,175354	-0,08390255	0,09145145	1,666667	0	8	3	1110,152	10	0	215,4066	0	17	2,31567	1145,374	1	20
1095	200,6883	116,619	186800	-0,3858948	0,1945392	-0,1913556	2,5	0	1	3	1109,918	10	0	216,3331	0	17	3,337525	1130,643	1	20
1096	207,3692	107,7033	186800	-0,9629211	0,8778554	-0,08506578	1,666667	0	2	3	1110	10	0	205,9126	0	17	6,56553	1115,98	1	20
1097	215,2871	101,9804	186800	-1,543213	1,165755	-0,3774581	2,5	0	4	3	1110,928	10	0	196,9772	0	17	11,66748	1102,377	1	20
1098	217,3437	100	186800	-0,184082	0,454219	0,270137	17,5	0	4	3	1114,717	10	0	188,6796	0	17	16,36223	1089,892	1	20
1099	212,5721	100	186800	-0,1192017	0,269787	0,1505854	25	0	8	3	1118,066	10	0	178,8854	0	17	18,36197	1078,586	1	20
1100	209,9183	101,9804	186800	-0,7545471	0,9351238	0,1805767	26,66667	0	8	3	1120,93	10	0	170,8801	0	17	21,75292	1059,635	1	20
1101	207,7571	100	186800	-2,258057	1,994131	-0,2639259	25	0	4	3	1123,818	10	0	164,9242	0	17	27,80849	1039,69	1	20
1102	203,4649	89,44272	186800	-1,212067	1,12326	-0,08880615	47,5	0	4	1	1129,524	50	0	161,2451	0	45	31,25867	1021,06	1	25
1103	196,8034	82,46211	186800	1,789795	-1,250206	0,5395889	65	0	4	1	1135,975	50	0	160	0	45	28,84579	1003,846	1	25
1104	183,7957	63,24555	186800	2,911407	-1,655594	1,255813	56,66667	0	8	1	1139,218	50	0	141,4214	0	45	23,02653	988,1512	1	25
1105	169,2564	44,72136	186800	0,4374084	-0,198468	0,2389404	37,5	0	4	1	1137,126	50	0	121,6553	0	45	19,18341	974,0784	1	25
1106	157,9396	28,28427	186800	-0,09970093	0,4547426	0,3550416	25	0	4	1	1135,006	50	0	101,9804	0	45	17,77662	961,7266	1	25
1107	178,1507	20	186800	-2,099121	0,3405216	-1,758599	15	0	4	3	1132,033	10	0	82,46211	0	17	14,32738	951,1873	1	20
1108	222,129	28,28427	186800	0,2232056	-0,1154939	0,1077117	25	0	8	3	1135,965	10	0	63,24555	0	17	16,06778	942,5396	1	20
1109	230,7485	44,72136	186800	0,630249	-0,4011285	0,2291205	33,33333	0	8	3	1140,889	10	1	44,72136	0	17	16,35803	935,8469	1	20
1110	222,6007	63,24555	186800	0,8329468	-0,3884309	0,4445159	30	0	8	3	1144,911	10	1	28,28427	0	17	13,92498	931,1528	1	20
1111	205,0582	44,72136	186800	-1,134491	0,9398373	-0,1946536	15	0	8	3	1146,09	10	1	20	0	17	12,97046	927,7654	1	20
1112	219,7788	28,28427	186800	-1,38858	0,7096115	-0,6789688	17,5	0	4	3	1148,056	10	1	20	0	17	16,34692	925,694	1	20
1113	233,795	20	186800	-0,6976013	0,2644495	-0,4331518	33,33333	0	8	3	1154,037	10	1	0	1	17	19,55692	925,649	1	20
1114	228,8162	20	186800	2,178375	-1,121851	1,056525	35	0	8	3	1160,956	10	1	0	1	17	16,94124	927,6052	1	20
1115	224,9028	28,28427	186800	-1,241364	0,7762052	-0,4651583	28,33333	0	8	3	1163,124	10	1	0	1	17	17,40658	931,5168	1	20
1116	221,1295	44,72136	186800	-0,5899048	0,5437865	-0,0461183	25	0	8	3	1167,728	10	1	0	1	17	18,2981	937,3214	1	20
1117	217,5891	28,28427	186800	-0,666626	0,3416791	-0,3249469	26,66667	0	8	3	1171,624	10	1	0	1	17	18,37944	944,9434	1	20
1118	217,725	20	186800	0,3557129	-0,05246749	0,3032454	30	0	8	3	1176,363	10	0	0	1	17	19,31018	952,1113	1	20
1119	220,0558	20	186800	-2,144958	0,9670249	-1,177934	28,33333	0	8	3	1179,393	10	0	20	0	17	19,55464	954,9458	1	20
1120	224,0262	0	186800	0,5078125	-0,5017315	0,006081005	31,66667	0	8	3	1185,849	10	0	40	0	17	17,93419	959,2847	1	20
1121	224,4794	20	186800	0,07019043	0,04136456	0,111555	28,33333	0	8	3	1190,055	10	0	56,56854	0	17	16,8028	965,06	1	20
1122	222,7486	40	186800	-0,6424866	0,3920764	-0,2504102	26,66667	0	8	3	1193,898	10	0	44,72136	0	17	17,54296	965,4019	1	20
1123	213,9769	60	186800	0,9906616	-0,3294262	0,6612354	30	0	8	3	1198,591	10	0	40	0	17	17,73118	941,7308	1	20
1124	212,0238	80	5068000	-0,6383972	0,9736122	0,335215	25	0	4	3	1200,684	10	0	28,28427	0	17	25,01874	918,7598	1	20
1125	215,3881	100	5068000	-3,705353	3,287487	-0,4178661	35	0	4	5	1204,375	10	0	20	0	23	38,7213	896,5142	1	19
1126	213,1448	120	5068000	-2,711945	2,196075	-0,5158692	70	0	4	5	1214,829	10	0	0	0	23	44,81207	875,022	1	19
1127	204,2828	140	5068000	2,782867	-1,458716	1,324151	96,66666	0	8	5	1228,286	10	0	0	0	23	40,34947	854,3141	1	19
1128	190,7714	160	5068000	2,690369	-1,788908	0,9014605	87,5	0	4	1	1233,65	50	0	0	0	45	32,83871	834,4272	1	25
1129	189,1509	180	5068000	0,608429	-1,46299	-0,8545606	75	0	4	1	1234,607	50	0	20	0	45	28,12342	815,4066	1	25
1130	207,1901	200	5068000	1,091187	-2,546103	-1,454916	72,5	0	4	1	1238,574	50	0	20	0	45	19,37914	796,9772	1	25
1131	296,8323	220	5068000	5,327118	-2,130409	3,196708	80	0	8	1	1246,682	50	0	20	0	45	11,5514	778,8854	1	25
1132	357,1795	240	11600	5,107544	-2,963868	2,143676	77,5	0	64	1	1251,114	50	0	20	0	45	24,72895	761,2451	1	25
1133	20,50645	260	51200	3,007019	-1,784741	1,222278	72,5	0	64	1	1247,795	50	0	28,28427	0	45	32,32512	744,222	1	25
1134	26,28665	280	51200	-2,232391	1,192878	-1,039514	45	0	64	1	1238,073	50	0	44,72136	0	45	32,80911	728,0625	1	25
1135	18,72246	300	51200	-5,187958	3,695633	-1,492324	25	0	64	1	1230,516	50	0	56,56854	0	45	29,07347	713,4703	1	25
1136	7,257071	300,6659	51200	-5,201721	4,502586	-0,6991353	12,5	0	64	1	1227,662	50	0	72,11102	0	45	25,09047	701,3318	1	25
1137	1,089737	300	51200	-4,729248	4,583879	-0,1453696	10	0	64	1	1227,578	50	0	82,46211	0	45	23,83762	692,4353	1	25
1138	0,4821459	300,6659	51200	-4,518463	4,174469	-0,3439936	18,33333	0	128	1	1228,076	50	0	89,44272	0	45	25,52175	687,7719	1	25
1139	3,181063	302,6549	51200	-1,596069	2,4469	0,8508305	35	0	64	1	1229,88	50	0	100	0	45	25,64342	688,2762	1	25
1140	6,081163	305,9412	51200	-2,711212	2,467438	-0,2437739	22,5	0	64	1	1228,258	50	0	100	0	45	21,61385	694,3444	1	25
1141	358,2055	310,4835	51200	-2,18634	1,531593	-0,6547475	20	0	64	1	1228,025	50	0	100	0	45	16,65533	705,5596	1	25
1142	346,0988	316,2278	51200	-0,0675354	0,3566748	0,2891394	22,5	0	64	1	1229,957	50	0	101,9804	0	45	14,57632	720,967	1	25
1143	344,0798	323,1099	51200	-1,914032	1,396563	-0,5174689	18,33333	0	32	1	1230,391	50	0	107,7033	0	45	15,83436	734,1217	1	25
1144	337,8628	331,0589	51200	-1,597168	0,8764325	-0,7207354	30	0	64	1	1233,172	50	0	116,619	0	45	20,48505	749,0745	1	25
1145	333,9728	329,8484	51200	2,819061	-1,77341	1,045651	50	0	64	1	1239,509	50	0	128,0625	0	45	21,84975	759,0618	1	25
1146	5,167648	325,5764	51200	2,08493	-0,4503296	1,634601	40	0	32	1	1240,732	50	0	140	0	45	16,38748	766,2198	1	25
1147	34,22528	322,4903	162800	-1,429047	0,6097271	-0,8193195	21,66667	0	128	1	1235,254	50	0	140	0	45	16,88683	775,5666	1	25
1148	14,47719	320,6244	162800	-1,865112	0,8520417	-1,013071	17,5	0	64	1	1232,664	50	0	141,4214	0	45	15,40404	788,6089	1	25
1149	9,501081	320	162800	0,5863037	-0,1459778	0,440326	43,33333	0	128	1	1234,047	50	0	145,6022	0	45	19,01794	804,9844	1	25
1150	11,28229	320	162800	2,135651	-1,700323	0,4353279	62,5	0	64	1	1234,039	50	0	152,3155	0	45	23,85972	821,4214	1	25
1151	7,70082	320,6244	162800	1,14859	-1,26201	-0,1134203	57,5	0	64	1	1232,032	50	0	161,2451	0	45	25,65353	835,2397	1	25
1152	3,694504	322,4903	162800	0,5715027	-0,9890738	-0,4175711	57,5	0	64	1	1230,561	50	0	172,0465	0	45	25,86225	852,0297	1	25
1153	3,614081	325,5764	162800	1,632141	-1,433456	0,1986846	60	0	64	1	1230,766	50	0	180	0	45	26,92003	870,2112	1	25
1154	7,091886	329,8484	162800	1,326111	-1,293726	0,0323848	65	0	64	1	1230,155	50	0	180	0	45	29,48501	882,3553	1	25
1155	3,422761	335,2611	162800	1,292389	-1,631156	-0,3387676	77,5	0	64	1	1229,232	50	0	180	0	45	31,57128	897,3175	1	25
1156	2,880901	341,7602	162800	2,471313	-2,021305	0,4500086	80	0	64	1	1229,639	50	0	181,1077	0	45	32,52526	914,9231	1	25
1157	7,321242	349,285	162800	2,268066	-1,802908	0,4651584	77,5	0	64	1	1228,265	50	0	184,3909	0	45	33,36298	934,9277	1	25
1158	5,212602	344,093	162800	-0,06350708	-0,5410929	-0,6046	67,5	0	64	1	1225,159	50	0	189,7367	0	45	33,7309	957,0546	1	25
1159	354,0969	332,8663	162800	-0,06652832	-0,03757442	-0,1041027	60	0	64	1	1224,578	50	0	196,9772	0	45	30,47367	MISSING	1	25
1160	311,6973	141,4214	14000	-0,6487427	5,703983	5,055241	60	0	64	1	1123,81	50	0	100	0	45	41,40297	1128,419	1	25
1161	0,8481405	128,0625	14000	24,01361	-9,818794	14,19482	215	0	64	1	1152,914	50	0	116,619	0	45	46,96048	1139,069	1	25
1162	42,84777	116,619	14000	1,489685	3,171087	4,660772	92,5	0	64	1	1125,441	50	0	134,1641	0	45	46,78217	1150,666	1	25
1163	40,83426	107,7033	14000	-5,420288	3,978429	-1,441859	10	0	64	1	1108,842	50	0	152,3155	0	45	20,84336	1163,177	1	25
1164	354,5764	101,9804	14000	-2,12677	1,189963	-0,9368071	1,666667	0	32	3	1107,466	10	0	170,8801	0	17	5,461539	1145,011	1	20
1165	290,3112	100	14000	-0,1296082	-0,3673548	-0,4969629	7,5	0	16	3	1109,319	10	0	189,7367	0	17	3,092646	1127,773	1	20
1166	287,6607	100	14000	0,3666687	-0,2117741	0,1548946	2,5	0	16	3	1110,248	10	0	208,8061	0	17	0,9471472	1111,508	1	20
1167	335,2855	100	14000	0,03451538	-0,0187641	0,01575128	1,666667	0	8	3	1110,278	10	0	228,0351	0	17	0,5623717	1096,265	1	20
1168	223,3389	89,44272	186800	0,02380371	0,08598975	0,1097935	2,5	0	1	3	1110,242	10	0	223,6068	0	17	0,5203563	1082,099	1	20
1169	218,9609	82,46211	186800	-0,5401306	0,5881496	0,04801901	1,666667	0	2	3	1109,999	10	0	215,4066	0	17	4,319464	1067,981	1	20
1170	219,8607	80	186800	-1,093018	0,9597511	-0,1332665	2,5	0	4	3	1110,92	10	0	205,9126	0	17	9,81857	1054,978	1	20
1171	217,2449	80	186800	-0,9289551	0,7172858	-0,2116693	10	0	16	3	1113,337	10	0	196,9772	0	17	13,34514	1043,154	1	20
1172	209,2587	82,46211	186800	0,6280518	-0,02681838	0,6012334	20	0	4	3	1116,912	10	0	189,7367	0	17	14,69011	1025,735	1	20
1173	203,2094	84,85281	186800	-0,2261353	0,3493751	0,1232399	22,5	0	4	3	1118,347	10	0	184,3909	0	17	17,90799	1004,995	1	20
1174	204,3855	72,11102	186800	-1,667603	1,487882	-0,1797208	21,66667	0	8	3	1119,957	10	0	181,1077	0	17	23,18469	985,5808	1	20
1175	204,2013	63,24555	186800	-3,177643	2,368011	-0,8096318	23,33333	0	8	3	1122,717	10	0	164,9242	0	17	25,96227	967,6059	1	20
1176	195,39	56,56854	186800	-0,9719849	1,171702	0,1997175	26,66667	0	8	3	1127,657	10	0	145,6022	0	17	23,51776	951,1873	1	20
1177	180,9267	40	186800	-0,3036499	0,5158598	0,21221	23,33333	0	8	3	1129,609	10	0	126,4911	0	17	18,98933	936,4431	1	20
1178	168,1143	20	186800	0,1235352	0,3696481	0,4931832	17,5	0	4	3	1129,916	10	0	107,7033	0	17	14,36775	923,4893	1	20
1179	190,3093	0	186800	-1,301544	0,3285539	-0,9729903	10	0	4	3	1128,587	10	0	89,44272	0	17	10,55318	912,4338	1	20
1180	226,4305	20	186800	-1,287384	0,8808509	-0,4065332	15	0	8	3	1131,079	10	1	72,11102	0	17	14,91527	903,3713	1	20
1181	231,1486	40	186800	-0,02337646	0,01842974	-0,00494672	26,66667	0	8	3	1136,252	10	1	56,56854	0	17	17,33891	896,3781	1	20
1182	229,5435	56,56854	186800	0,7711792	-0,7517751	0,01940411	35	0	8	3	1141,532	10	1	44,72136	0	17	13,98267	891,5062	1	20
1183	211,6169	40	186800	0,7651978	-0,4080472	0,3571506	23,33333	0	8	3	1144,353	10	1	40	0	17	8,732975	888,0128	1	20
1184	228,4432	20	186800	-2,083557	1,3438	-0,7397575	7,5	0	4	3	1144,378	10	1	28,28427	0	17	12,72324	885,9081	1	20
1185	232,2663	0	186800	0,8816528	-0,1638692	0,7177836	32,5	0	16	3	1150,947	10	1	20	0	17	18,54881	885,9554	1	20
1186	220,6577	0	186800	-0,5604858	0,4120243	-0,1484616	27,5	0	4	3	1154,83	10	1	20	0	17	18,25465	888,1223	1	20
1187	220,802	20	186800	1,771271	-1,076818	0,6944524	40	0	8	3	1160,562	10	1	20	0	17	18,22461	892,3519	1	20
1188	220,7481	28,28427	186800	0,2660522	-0,2303461	0,0357062	36,66667	0	8	3	1163,876	10	1	20	0	17	17,54478	898,5677	1	20
1189	219,2769	20	186800	0,2781982	-0,1351589	0,1430393	31,66667	0	8	3	1167,567	10	1	20	0	17	17,33142	906,679	1	20
1190	225,3748	0	186800	-0,6153564	0,08716428	-0,5281922	30	0	8	3	1171,19	10	0	20	0	17	17,54887	915,619	1	20
1191	233,4084	0	186800	0,1046448	-0,2097269	-0,1050821	33,33333	0	8	3	1176,584	10	0	28,28427	0	17	17,65704	918,8012	1	20
1192	232,9993	0	186800	-0,199585	0,09190304	-0,1076819	28,33333	0	8	3	1181,713	10	0	44,72136	0	17	16,95067	923,5168	1	20
1193	225,9173	20	186800	0,03097534	0,04737917	0,07835451	25	0	8	3	1186,177	10	0	63,24555	0	17	15,56149	929,6887	1	20
1194	220,9251	40	186800	0,06243896	0,1760905	0,2385295	23,33333	0	8	3	1189,888	10	0	63,24555	0	17	15,95015	937,2451	1	20
1195	210,6524	60	186800	0,5800476	-0,06059981	0,5194478	26,66667	0	8	3	1193,535	10	0	56,56854	0	17	15,84965	917,8601	1	20
1196	202,713	80	5068000	-0,09207153	0,168658	0,07658648	25	0	8	3	1195,239	10	0	44,72136	0	17	16,80195	894,4987	1	20
1197	209,1267	100	5068000	-1,125641	1,058425	-0,06721626	25	0	4	3	1196,891	10	0	28,28427	0	17	24,35587	871,8477	1	20
1198	212,7298	120	5068000	-3,341217	2,852606	-0,4886115	32,5	0	4	5	1200,616	10	0	20	0	23	36,01076	849,9285	1	19
1199	205,4203	140	5068000	-0,4001465	1,473592	1,073446	65	0	4	5	1210,018	10	0	0	0	23	41,24791	828,764	1	19
1200	193,5595	160	5068000	0,2530212	0,2883835	0,5414047	77,5	0	4	5	1216,044	10	0	0	0	23	40,37371	808,3798	1	19
1201	192,8438	180	5068000	-0,3128967	-0,07017114	-0,3830679	72,5	0	4	5	1219,402	10	0	0	0	23	38,11281	788,8062	1	19
1202	207,6398	200	5068000	-2,466675	0,7704111	-1,696264	66,66666	0	8	5	1223,707	10	0	0	0	23	37,9051	769,7367	1	19
1203	225,3749	220	5068000	0,9887695	-1,00001	-0,01124032	92,5	0	4	5	1236,482	10	0	0	0	23	37,28663	750,8801	1	19
1204	243,8873	240	5068000	9,919495	-7,001047	2,918448	128,3333	0	8	1	1254,103	50	0	0	0	45	22,91896	732,3154	1	25
1205	357,6028	260	5068000	4,942474	-3,489128	1,453346	88,33334	0	8	1	1257,166	50	0	20	0	45	15,18826	714,1641	1	25
1206	14,2996	280	51200	1,460266	-2,379631	-0,9193645	81,66666	0	128	1	1254,006	50	0	28,28427	0	45	33,48642	696,619	1	25
1207	11,90885	282,8427	51200	2,194946	-2,046629	0,148317	105	0	64	1	1251,826	50	0	44,72136	0	45	39,96807	680,3447	1	25
1208	6,481583	280,7134	51200	1,098938	-1,86314	-0,7642022	102,5	0	64	1	1248,511	50	0	60	0	45	40,55436	666,2305	1	25
1209	359,8829	280	51200	1,47641	-1,593564	-0,1171542	102,5	0	64	1	1248,354	50	0	63,24555	0	45	40,21989	655,2062	1	25
1210	359,5491	280,7134	51200	2,032928	-1,548582	0,4843464	102,5	0	64	1	1248,666	50	0	72,11102	0	45	39,71653	648,7368	1	25
1211	6,004424	282,8427	51200	1,401398	-0,5020429	0,8993548	85	0	64	1	1247,101	50	0	80	0	45	38,23418	648,5576	1	25
1212	9,207171	286,3564	51200	-1,185089	0,833995	-0,3510941	67,5	0	64	1	1242,238	50	0	80	0	45	36,70184	655,5292	1	25
1213	4,303526	291,2044	51200	-3,053772	2,657191	-0,3965806	52,5	0	64	1	1238,659	50	0	80	0	45	34,76047	668,7684	1	25
1214	357,9606	297,3214	51200	-4,988495	3,796977	-1,191518	32,5	0	64	1	1236,634	50	0	82,46211	0	45	32,53036	684,1265	1	25
1215	352,3538	304,6309	51200	-2,368195	2,017316	-0,3508786	42,5	0	64	1	1239,313	50	0	89,44272	0	45	30,20608	696,7318	1	25
1216	346,6863	313,0495	51200	-0,4035034	0,3856317	-0,01787178	45	0	64	1	1242,292	50	0	100	0	45	26,01554	713,5145	1	25
1217	344,1476	310,4835	51200	-1,137817	1,059335	-0,07848254	36,66667	0	32	1	1243,803	50	0	113,1371	0	45	20,41366	720,3225	1	25
1218	12,56494	305,9412	162800	-0,5519409	1,394063	0,8421221	33,33333	0	128	1	1244,785	50	0	120	0	45	17,55703	727,6942	1	25
1219	24,46346	302,6549	162800	-0,04663086	-0,1631856	-0,2098164	35	0	64	1	1242,277	50	0	120	0	45	19,88826	737,5903	1	25
1220	7,036539	300,6659	162800	-1,071686	0,5664425	-0,5052432	35	0	64	1	1240,143	50	0	121,6553	0	45	19,88702	751,753	1	25
1221	1,306891	300	162800	-0,6677246	0,61878	-0,04894459	27,5	0	64	1	1239,993	50	0	126,4911	0	45	19,75821	769,6121	1	25
1222	5,504917	300	162800	0,002532959	0,3117155	0,3142485	30	0	64	1	1240,051	50	0	134,1641	0	45	20,15427	784,0751	1	25
1223	6,404586	300,6659	162800	-0,725769	0,4408509	-0,2849182	32,5	0	64	1	1238,782	50	0	144,222	0	45	21,65379	798,8005	1	25
1224	3,693652	302,6549	162800	-0,04956055	0,206029	0,1564685	37,5	0	64	1	1238,473	50	0	156,205	0	45	22,40743	816,806	1	25
1225	0,3167811	305,9412	162800	-1,27359	0,7431824	-0,5304077	32,5	0	64	1	1237,49	50	0	160	0	45	22,91909	833,3975	1	25
1226	1,047782	310,4835	162800	0,2088318	0,1144547	0,3232865	40	0	64	1	1238,633	50	0	160	0	45	24,68401	845,9779	1	25
1227	3,317539	316,2278	162800	0,2668457	-0,1435493	0,1232964	45	0	64	1	1238,523	50	0	160	0	45	25,56764	861,7028	1	25
1228	5,652238	323,1099	162800	0,3710938	-0,2148526	0,1562411	40	0	64	1	1237,953	50	0	161,2451	0	45	24,36162	880,3264	1	25
1229	6,997025	331,0589	162800	0,1590881	-0,4099049	-0,2508168	42,5	0	64	1	1236,88	50	0	164,9242	0	45	24,41158	901,5154	1	25
1230	2,723129	328,0244	162800	0,9265137	-0,975793	-0,04927936	57,5	0	64	1	1236,684	50	0	170,8801	0	45	26,77155	924,9077	1	25
1231	349,8727	316,2278	162800	0,877655	-0,708721	0,168934	60	0	64	1	1236,654	50	0	178,8854	0	45	25,00179	950,1584	1	25
1232	358,5564	305,2867	162800	-1,58725	2,546439	0,9591893	40	0	32	1	1236,092	50	0	184,3909	0	45	15,68088	976,9636	1	25
1233	39,69569	295,2964	10800	-2,129059	1,887464	-0,2415953	25	0	1	1	1232,304	50	0	189,7367	0	45	14,94699	1005,067	1	25
1234	40,90139	286,3564	10800	-3,283478	2,622041	-0,6614374	2,5	0	64	1	1226,946	50	0	196,9772	0	45	11,69732	1034,261	1	25
1235	MISSING	278,5678	MISSING	MISSING	MISSING	MISSING	MISSING	0	MISSING	1	MISSING	50	0	205,9126	0	45	MISSING	MISSING	1	25
1236	252,5626	128,0625	5068000	-4,813416	7,005854	2,192438	67,5	0	4	1	1119,033	50	0	89,44272	0	45	47,08078	1095,559	1	25
1237	201,6641	113,1371	5068000	29,11301	-12,57408	16,53893	222,5	0	4	1	1156,904	50	0	107,7033	0	45	18,04439	1106,573	1	25
1238	93,94261	100	5068000	-1,419617	6,095446	4,675829	65	0	4	1	1127,233	50	0	126,4911	0	45	42,38046	1118,526	1	25
1239	59,68993	89,44272	14000	1,887451	-0,9671382	0,9203129	45	0	64	1	1118,217	50	0	145,6022	0	45	19,77344	1131,386	1	25
1240	22,79653	82,46211	14000	-0,417572	0,2848036	-0,1327685	25	0	64	1	1112,838	50	0	164,9242	0	45	13,06557	1112,708	1	25
1241	14,67699	80	14000	-1,105255	1,144982	0,03972692	10	0	32	1	1110,385	50	0	184,3909	0	45	6,577039	1094,953	1	25
1242	18,44203	80	14000	-0,5304871	0,5509293	0,02044223	1,666667	0	32	1	1109,775	50	0	203,9608	0	45	1,342193	1078,164	1	25
1243	263,8868	80	14000	0,40625	-0,2020126	0,2042374	2,5	0	16	3	1110,568	10	0	223,6068	0	17	0,4654723	1062,394	1	20
1244	70,71547	72,11102	186800	0,3199768	-0,1374018	0,182575	2,5	0	1	3	1110,594	10	0	241,6609	0	17	0,5574833	1047,696	1	20
1245	170,4435	63,24555	186800	-0,04998779	0,07157057	0,02158278	1,666667	0	2	3	1110,068	10	0	233,2381	0	17	0,5289556	1034,13	1	20
1246	223,9439	60	186800	-0,3942261	0,379924	-0,0143021	2,5	0	4	3	1109,998	10	0	223,6068	0	17	3,841255	1020,587	1	20
1247	217,7538	60	186800	-0,1898193	0,4325041	0,2426847	7,5	0	4	3	1111,167	10	0	215,4066	0	17	8,123246	1008,218	1	20
1248	204,2135	63,24555	186800	-0,3706665	0,5266194	0,1559529	12,5	0	4	3	1112,522	10	0	208,8061	0	17	11,01211	992,41	1	20
1249	207,327	72,11102	186800	-0,8106384	0,3344645	-0,4761739	12,5	0	4	3	1113,607	10	0	203,9608	0	17	11,93717	970,8204	1	20
1250	226,2449	56,56854	186800	-1,440643	0,3373456	-1,103298	16,66667	0	8	3	1115,909	10	0	189,7367	0	17	12,05152	950,5619	1	20
1251	232,5129	44,72136	186800	-0,4065247	-0,08882137	-0,495346	20	0	16	3	1119,991	10	0	170,8801	0	17	12,6945	931,7602	1	20
1252	217,2279	40	186800	-0,6946716	0,6678517	-0,02681988	12,5	0	16	3	1122,973	10	0	152,3155	0	17	12,0061	914,548	1	20
1253	197,6677	28,28427	186800	-0,3999634	0,4981546	0,09819119	10	0	4	3	1124,951	10	0	134,1641	0	17	10,6932	899,0618	1	20
1254	188,6744	20	186800	-0,4510803	0,3887405	-0,06233984	10	0	8	3	1125,967	10	0	116,619	0	17	8,428631	885,4377	1	20
1255	207,683	0	186800	-0,7175903	0,2638733	-0,4537171	6,666667	0	8	3	1126,526	10	0	100	0	17	7,263961	873,8047	1	20
